,tweet,label
251,muak gw HAHAHAHA,disgust
252,Kemaren selasa aja gw kebandara Soetta.. anakqu sama aq bilang lah ko cina melulu.. Ngeri juga dari Cina bawa virus.. Itu tgl 28 loh.. Seharusnya skarang distop lah dilarang jangan ke Indonesia,fear
253,"Udh bener pemerintah banned tiktok di indo.. Ngeri kali konten""nya tuh loh..",fear
254,"So abg apologize sgt kalau abg kurang berinteraksi. Jarang ada DM that can truly capture my interest. Bukan poyo or sombong, abg dah tua dik, penat nak layan satu-satu. Ditambah pula dgn sejarah abg yg selalu kena tipu dgn harapan palsu, abg mmg ada reserved sikit.",disgust
255,"Kelakuan org sok tau. Pdhal front liners lg kekurangan APD. Ini hanya demi belanja doang di supermarket, pake APD lengkap. Sedih skl.",sadness
256,"Iya kalo 3 mata ntar jadi dajal, hi ngeri,,,, [memakan kwaci]],, meminum air panas langung dari jazirah arab",fear
257,Aku benci kamuu,anger
258,"ngejawabin pertanyaan2 seputar hal yg aku duka dan aku tau bikin aku seneng karna merasa berguna. soalnya di mata mama aing, aing ga guna karna katanya gabisa apapa.",sadness
259,"Pernah dan di Tilang. Habis itu ngakuin kesalahan. Awalnya sih sedikit gugup , panik dan berat mengakui kesalahan. Tapi pas sudah ngakuin rasanya lega.",fear
260,yaudah murka aja siapa tau bsk kiamat,anger
261,"Terkejut aq. Ingat mak aq main twitter marah aq jerit ""TENGOK WHATSAPP!"".",surprise
262,"Bang ko ganteng2 rokoknya filter si,ayoo laa ganti rokoknyaa janga bikin malu kalee",sadness
263,Belum ketemu aslinya sudah terpesona. Gmn klo ketemu aslinya?,surprise
264,"Dikira semua jokes dia lucu kali yaaa, dikira semua org bakal fine2 aja sm jokes dia. Dia gatau kl dia ngmg gt kali ada sahabat dekatnya yg tersinggung. Itulah mengapa harus mikir dulu sblm ngomong/ngetweet.",anger
265,semua orang murka. azab buat tukang selingkuh sama selingkuhan,anger
266,Gawe gugup secuil sih,fear
267,Pergi sm aku ga di giniin kecewa!,sadness
268,saya bangga jadi kawan acap,joy
269,Aku kecewa aisah ga pulang pulangang,sadness
270,Saya rasa sekarang lebih tepat nya jangan sebar isu isu yg tdk penting. (Sedikit kecewa dgn media sekarang. Karena uang jauh lebih hijau ketimbang berita yg akurat) Jauhi virusnya bukan orangnya. Cari solusinya bukan menyalahkan. Ikuti saran ahli untuk atasi penyebaran.,sadness
271,"Jika kau ingin senang carilah hal-hal yg bisa membuatmu senang, cari teman yg bisa di ajak bersenang-senang. Ingat, jangan gunakan hati seseorang hanya untuk bersenang-senang.",joy
272,kalau banyak pengunjung dan sering datang di sungai ini orang2 ini yg membawa truk suka takut kalau banyak orang yg datang biasanya langusung pergi,fear
273,"sumpah penat, tapi aku selalu pegang yang jalan kita semua dah tertulis, tinggal nak lalu je",disgust
274,Takut gak punya duit,fear
275,"kau kaya senang la sembang lehnet , yang miskin ni banyak benda lagi nk pakai duit",joy
276,"Aing udah biasa liat maneh ngeluh, tapi ga ada muak males sih, cuma kalo udah kearah arah yg bodoh aing suka kesel dan marahin wkwkw tapi ku tetap sayang teman temanku uuuuu",disgust
277,Terkejut petir lagi lepas tu suara kakaknya lagi,surprise
278,"Baru beberapa minit dan aku terkejut anime dorohedoro lagi better dari anime berserk. Dari segi artwork, design dan colour. Much better dari manga kot.",surprise
279,Aku kok sedih ya nonton film ini jadi cemas,fear
280,MAKHLUKASTRALDARIMANAIIHSEREM JIJIK BEUT,disgust
281,Ebusehhh ngeri mbak,fear
282,Kamu benci sama aku itu hak mu. Namun aku akan mencoba mendoakanmu. Walau itu susah,anger
283,"gak heran sih ref, s3 halu mah beda:"")",surprise
284,Wow abis april mop tbtb bighit drop mv baru gimana? Niatnya ngerjain bangtan sonyeondan gataunya kt yg terkejut,surprise
285,Hei coba dengarkanlah harapan aku ini semoga kau dan aku selalu menjadi teman hidupmu dalam suka maupun duka gigigitch dan CiGi,sadness
286,malah sekarang dia tuh kayak.... yang paling ganteng gitu... top list....goblok malu gue pdhl dulu w bilang dia b aja,anger
287,advisor kantor aku baru pulang dr china kemarin. Usia udah 60an. Awalnya biasa aja soalnya jarang papasan. Lah hari ini malah papasan dan dia nyapa terus ngajak ngobrol. Mau pasang masker takut dia tersinggung. Bingung,surprise
288,Januari penuh duka ampun,sadness
289,Amboi terkejut ambo nengoknyaaa,surprise
290,Susah emang kalo punya temen yang sifatnya over. Apaapa dijadiin biang bercandaan ga peduli itu ngejatohin harga diri temen. Yang penting dia puas.wkwkk,joy
291,"Saya cm ngingetin aja kok bkn salty atau ngejudge,maaf ya klo tersinggung atas ucapan saya.",anger
292,"Risih bgt dia pake kata ""mengasih""",disgust
293,Malu tau,sadness
294,Kutipan sepagi ini : menuliskan identitasnya dalam lambang-lambang itu dan selalu dengan bangga bercerita bahwa aku bagian dari sejarah kota.,joy
295,"Dulu banget suka gini, bangun2 malu pisan terus konfirmasi salah kirim wkwk",sadness
296,Kecewa cursed crown di rewrite padahal ningguin chap selanjutnya... Tiny toes juga begitu,sadness
297,ini apasih? aku yg sengsara kok kalian sibuk sendiri,anger
298,Aku bangga sekaliii caaaa hehehe semoga dilancarkan rejekinya sohibkuh,joy
299,"Sabar ya mas wkwkwk aku gemes sendiri bacanya. Aku paham kok maksud masnya. Aku sendiri juga suka kpop, cowokku sering ngatain group yg aku suka. Oh jelas aku tersinggung. Tapi karena udah kebal lama2 mencoba utk biasa aja.",joy
300,"stan kpop di jamanku dlu beda sama yg sekarang. aku bsa beli album sendiri baru tahun 2014 an alias waktu aku hampir lulus kuliah dan mulai bisa nabung. waktu itu juga hampir nonton SS5 di jkt 2013, udah nabung tp ga diijinin. sedih bgt pokoknya, jaman sengsara.",sadness
301,ohm lambat sangat buka langkah kami penat tunggu so,disgust
302,Kesal w njir,anger
303,Somehow Uchitama ep 6 buat crossover Division Rap Battle dahlah Saito Soma pun ada dalam Division Rap Battle Paling terkejut masa Kaji Yuki rap nak terkoyak mask aku sebab fangirling XD,surprise
304,"Duduk anteng depan tv kalo icil udah mulai, bacain cerbung tentang rio ify, terpesona sama unyu ganteng keren nya Ray kalo lagi main drum omaygatttt",surprise
305,"Rakyat Sengsara, Maling Berkuasa",sadness
306,"Dulu gua pernah gak suka banget sama ras lain. Gue dulu pernah BENCI sama lgbt. Tapi sekarang, gue malah suka sama orang yg rasnya chinese. Gue malah jadi part of lgbt. I MEAN, WOOOOI ITU TUH MASA LALU KNP SIH KUDU DIMASALAHIN.",joy
307,"Rey, 2010, Rey. Gue pernah sehomophobic itu pas masih SD/SMP karena buat gue hal itu jijik. Tapi lama kelamaan ya menganggap itu a new normal apalagi punya temen-temen yang gay/lesbian juga. Udah lama bgt Rey. Yang lama, yang lalu.",disgust
308,Bukan apa sebab naik muak tgk si bella ni nak raih simpati lepas kene dgn aziz uh,disgust
309,"Kesel gue, padahal orang yang hidupnya lebih sengsara dari dia banyak, tapi gaada yang update status wkekwk",anger
310,di Korea tuh pd marah kalo liat org lain ga pake masker! Knp..karena kita ga tau klo ad yg lg sakit or ga n bs nularin ke org lain.terus dapetin masker itu gampang karena pake ktp jd uda diatur per hari so ga ada alesan masker ga punya..ibaratnya ke cafe aj lo bs masa ga maskeran,anger
311,Allah swt tdk mengajarkan umatnya perpihak kpd pemimmpin seiman dan kafir. Justru hrs dimotivasi klu ada yg salah diingatkan bukan teriak disosmed seakan banjir itu krna murka mulutnya yg kasar. Nah ente itu belajar agama drmn aa..,anger
312,Dohwa Dohwa Juda Dohwa Saemi Monmaap daku terpesona sama dohwa,surprise
313,"t-tapiii ntar deketin cewe, rada gugup",fear
314,WEH BENER GREGET!!! YG CACING GEDE SUMPAH JIJIK BANHET,disgust
315,Main santuy banget mereka tuh hih kesal,anger
316,"bangga bgt uwu, karna burung burungan adalah kunci biar gak gabut",joy
317,Aku yg sayang bgt sama mama murka membaca ini,anger
318,jangan tertipu oleh muka,fear
319,"Dekat ig tengok punya happy dengan partner, tapi dekat twitter acah single. Weh sumpah jijik kau do,murah.",disgust
320,Keranda Tok Wan Terbang..terkejut aku dohhh..hujung2 citer ada hantu muncul depan camera..puiihhhh,surprise
321,"3rd win, and so proud of you guys, i hope its can make many people know and stan you, pokoknyaa tetep semangat, terus berjuang, kalian pasti bisa sukses lebih dari ini dan terus bikin fantasy bangga btw follback yaaa",joy
322,"Kalau lu salah satu mutual gua atau liat twit ini, gua ga takut sama lu bego, mau lu cewe kalau sikap lu gitu mines tetep gaada pantes2nya. Malu bego maluu",fear
323,"beruntung banget. dia mau nerima kekurangan aku yang buanyak bgt, pasrah kl aku marah marah, bucin, perhatian, bisa jadi support system, baik, loyal, mudah bgt bikin aku senyum ato ketawa terus juga apa ya, pokoknya bangga aja sama dia",joy
324,aku yang tertipu oleh dirimuuuu,surprise
325,"Manusia produk revolusi mental, manusia gk beradab, setan pun mungkin muak liat kelakuan kalian!!",anger
326,Ngeri kali abang senior ini. Jgn marahin adek aku ya bang,fear
327,"Ngeri banget si bang wkwk, minur air putih aja doyong HAHA",fear
328,Dulu ngeyel Kini rewel Heran saja dengan pembisiknya.,surprise
329,"abis nonton cloy, yg lain terpesona sama kapten ri gue sama kakaknya... gagah betul, wibawanya dapet sekali",surprise
330,"Mulut yang mampu berkata-kata pun dah tak tahu nak kata apa. Sakit nya tu tak terkata. Sengsara nya tu tak terkata. Kecewa, sungguh kecewa. Rasa dah nak putus asa dengan semua ini.",sadness
331,"Rapat bikin sengsara orang jadi bahan umpatan, hasil g ada",anger
332,Bgst aing sudah muak ajig nukararitu,disgust
333,ngantuk mulu heran kl pelajaran itu... *yaallah ampunilah dosa kami*,surprise
334,takut ngeliat duren.,fear
335,"ya Allah astaghfirullah, jumat2 nda boleh hatespeech gitu riaaa wkwkwkwk bukannya nda suka apa gimana, sebenernya gue b aja sama dia (nda suka tapi ya nda benci juga), kadang suka kesel aja sama fans2nya di circle gue utamanya",anger
336,Biar gua gk jijik sendiri wkwk,disgust
337,Dengan tulisan anda ini apakah anda merasa puas. Bijak dikit kenapa.,joy
338,"Pusing sih engga tp takut nya tetep kurang jelas, w minus ga pake silinder tetep jd 2 2 gitu tulisannya",fear
339,"izinkan saya carut,, BODO TERKEJUT AKU BANGANG BETUL YA ALLAH",surprise
340,Ngeri amaat,fear
341,"Bro, lu cuman masa lalu jesya, please ga usah ganggu sya lagi Dia punya gua skrg, kalau lu baru nyesel skrg, makan tuh penyesalan krn sdah nyia nyiain sya Gua harap stop kirim mfs ga jelas kyk gini, gua juga kasian liat jesya risih seperti itu",disgust
342,Aku kesal dengan doi,anger
343,Peluk hati kecil yang penuh dendam ini Ajari tuk menghapus sebuah rasa benci Biarkan kasih lembutmu sentuh hatiku Ubah aku jadi buah hati yang dulu,joy
344,Padahal menurut gw mbak itu universal loh bs dipake kl ga yakin sm status/usia yg disapa. dibanding tb2 manggil bu taunya yg dipanggil masi muda/blm nikah. Lagian ngapain si tersinggung anjir kl sama ama ART em km sp,anger
345,Heran... rasanya pemprov DKI Jakarta sudah sangat sangat tanggap dalam merespon wabah bahkan jauh jika dibandingkan pusat terlalu menganggap remeh sejak awal. Tapi masih ada aja celah buat,surprise
346,"Tangis haru pecah diatas sana, sujud syukur diatas bibir kawah seketika dengan refleknya kami lakukan atas syukur kepada Allah SWT. Sunrise 4 agustus yg sangat indah, bahkan tidak pernah kami bayangkan akan seindah ini.",joy
347,Off akhirnya komen aargghh karna kesal,anger
348,"excited dan kadang gugup juga , campur aduk deh semuannya",fear
349,Jijik! Najis! Ngapa lu,anger
350,"Apaan si mba, mba ini kenapa aku jg cewe tp ga tersinggung bahkan ga ngata""in karna tau itutuh jokes",anger
351,Hidup ni kena kecewa dulu baru gembira. Githewww,sadness
352,"Ya gitu nder, kalo berbuat baik jgn sampe mengharapkan balasan apalagi sama manusia, ntar kecewa",sadness
353,"Klo ada yg salah dari omongan beliau boleh d tegur,krna ilmu agama saya masih belum smpai utk mnterjemahkannya saya tdk berani utk menegur...jika bro tersinggung atau mungkin ada msalah dg narasinya boleh bro sndiri yg menegur,dan mungkin bro lebih paham dari saya",fear
354,aku lagi ngalaminnya saat ini kecewa banget sama org tua,sadness
355,"Kalau takut dipukul ombak, jangan berumah ditepi pantai.",fear
356,"Sok paling benar sendiri, benci bgt sama manusia jenis begini",anger
357,Takut barang tu terselit virus sekali la,fear
358,"Nah, ini juga senang kayaknya kalau ribut...",joy
359,"bukan taknak cerita, tapi kalau cerita pun benda sama je so orang pun dah muak dengar so no worries i will take care of myself :"")",disgust
360,"Gegara film ini aku jadi gak benci exo .. lucu pas eunhyuk joget"" sama hyukjae pas masih trainer huhu pengen nonton lagi.. ada yang punya kah??",anger
361,"jangan la pakai gambar oppa hensem.. i dah berangan ""eh oppa mana likes my tweet niii""... I tak kecewa it's you tau.. i terkilan je sebab bukan oppa.",sadness
362,"Ngirim lewat DM anjir ngeri bgt kan, udh gue suruh putusin aja. Alhamdulillah temen gue nurut. Karna temen gue udh bener muak. Soal nya si cowok ini tiap berantem pasti jln sama cewek lain. Nah ini udh puncak nya .",disgust
363,"Kalo emang gak pernah ngapain gapapa nderr wajar kok kalo kadang sebulan gak mens, bisa karena hormon stress atau kegemukan dll. Kalo ngerasa insecure banget bisa check ke dokter, kalo malu lewat dokter praktek biasa bisa pakek halodoc.",anger
364,"Udah langsung lapor2 kang? Org skrg jarang bawa duit cash banyak, ngeri duit plastiknya aja...",fear
365,"Gak heran memang makananya aja binatang, kelakuannya persis binatang, semoga terkena penyakit yg menghinakan",surprise
366,wow senang sekali anda ngubah jadwal kereta.,anger
367,ga terlalu. cuma agak risih aja. tapi gapapaaaa mereka lagi cari uang. kalo jualan kaya alat pembesar payudara baru deh sangat terganggu,disgust
368,"argh bahagia gila tiba"" crush call pukul 6 tadi , aww dia ckp sorry sbb dia tertido awal",joy
369,"Tkut terpesona,, aw",fear
370,"Naik danri dari ITC itu opsi pertama Li, tapi itu 1 jam sekali. Sedangkan gua udah 18.00 berangkatnya, jadi damri selanjutnya 19.00. Naik taksi gua ngeri macet di jalan ngebayangin pasti lagi padat banget. Kereta bandara itu on time, cuma jalan ke stasiunnya yang ass hole.",fear
371,"serba mentok pengen pencitraan rakyat udah muak pengen ngibul, bingung udah kebanyakan ngibul peken pamer2, gk ada yg bisa dipamerin para buzzer dan penjilat laknat sudah keabisan bahan yo wes pasrah ngomong keq gitu bae",disgust
372,Sedarlah lid org benci tengok muka kau tu,anger
373,Kadang jijik kadang seneng eohhh,disgust
374,Sekitaran bikin muak saja,disgust
375,iyla bpmu adala suamiq HAHAHAH,joy
376,Congrats. Sebenarnya semalam aku terkejut kau tido lewat,surprise
377,"Biasa nya sih ga sampai jam segini, makanya ini terheran heran wkwk",joy
378,Dah penat jadi pandai latu,disgust
379,"mingkem nih manusia klu yg radikal non muslim,klu di serang balik pasti mulut baunya akan menghujat org2 islam...ada apa dgn islam sehingga si mahfud benci bgt,hanya karna duit?",anger
380,"sama cuy wkwkwkw, nnti diblg apaansi najis jijik bgt",disgust
381,Kok urang tersinggung yah,anger
382,Terpesona Aura Magis Hutan De Djawatan,surprise
383,Kalo dipikir pikir masih terpesona banget sama outfitnya iu di hotel deluna,surprise
384,"jago buat kata kata menel, biar kamu terpesona~ WKWKWKWKWK aduh jd geli sendiri",disgust
385,Gue masih ga lupa muka anak2 sma gue dan kenyamanan gue disana wkwk senang banget alam bawah sadar ku masih ingat.,joy
386,"Kalian risih ga sih, chtingan sama org yang typo mulu?",disgust
387,"// pernah bgt, ditinggal 6 bulan gaada kabar... Tp syukur dia gpp XD adenya ngabarin.",joy
388,Gw keplak palanya...jan salahkan kalo jiwa emak2 gw bangkit wkwkwkk dan satu lagi gw tyda ada masalah kalo ada mutual2 gw yg benci wlm....itu hak org masing2...selama ga kelewat batas yah gapapa hahhaah...yowes udh waktunya tidur...goodnight,anger
389,"Aku kaget, dan hampir nangis karena sedih. Tiba saja bayanganku aku akan dipisahkan dari keluarga sementara",sadness
390,"Iyah nih kesal Padahal kan drimketcer lagu buat bobo, kenapa yang bikin ngantuknya from me tu yu?",anger
391,nonton kak nnti otomatis mrasa kesal aww,anger
392,selama jungkir balik di dunia kpop. baru kali ini gue terpesona liat cewek korea.,surprise
393,Orang cuti berat makin naik but not me hahahaha doc also terkejut cause berat turun,surprise
394,aku jijik,disgust
395,"Abis gue tutup teleponnya, doi nanya: siapa? Pacar lo ya? Gue: bbbukan kok bukan! Doi: gugup bgt sih. Yaudah w pamit. Trus doi pulang. Udah deh w ambyar. Kata adek w sih gue nangis terus2an.",fear
396,Haihlaaaa penat aku mcm ni,disgust
397,Semoga yang berjualan dan para pembeli di berikan murka oleh sang pencipta . Amin,anger
398,aku mmg plan nak drive tp takut kakak aku nk ikut gi kl. so tgh dilemma nak naik bas ke nk drive hahaha aku stay kmns. dia ada bukak utk alumni,fear
399,Dinda Marahlah jika kau ingin marah Tapi jangan sekali kali kau berbohong Karena kebohongan akan mengundang kelicikan Dan menumbuhkan rasa takut dalam dirimu Dinda Tak perlu kau tersenyum Karena senyummu akan mematahkan hati Dan menyakiti jutaan pria Jaga hatimu DINDA,fear
400,Tanpa sadar kisah ini telah lama berakhir. Aktingnya bagus. Aku tertipu.,surprise
401,"Masih untung dosen doang, aku murka sama kampusnya",anger
402,"Benci bat kalo udh gajian, orang2 nanyanya gak manusiawi. Org masih pules masih aja di spamming.",anger
403,Goodluck sidang hari ini Jangan lupa berdoa dan jangan dibawa gugup!! Semangat^^,fear
404,Mana mukany ba*i kali... Kok jijik ya lihatny..,disgust
405,semenjak kuarantin ni terkejut tengok selepar dah berubah terpaksa pakai jer lah dah segaut nak berbeli barang,surprise
406,"Sekarang apa2 mahal apalagi Omnimbus law mau disahkan yg ruga adalah Pekerja yg gajinya Pas2an ini akan.membuat Rakyat sengsara , Mana Janjinya tiga Kartu saktinya hanya OMDO , hati2 nanti puluhan juta Rakyat Menuntut di Akherat kalau janji tidak dipenuhi.",anger
407,Wkwkwk mun kajadian jiga di film na pisan ngeri oge,fear
408,Ngomong dong kalo tersinggung. Tetiba ngetwit gini kan aku jd semakin ingin menghujat,anger
409,Bangga lu tadz,joy
410,sape cakap kv tu jijik meh aku bantai dia,disgust
411,Muak juga sih,disgust
412,risih. kunci aja wa lo kalo ditanya kenapa bilang aja 'gue juga punya privasi mon maap',disgust
413,Sorry kalau mcm aku je yg over pasal benda ni. Tapi den terkejut yoo bila dia cakap mcm tu. Sekian luahan hati dipagi hari,surprise
414,dah boleh cari dan makan puas-puas ni,joy
