text,emotion
sekarang lagi jaman yang ga suka film/drama korea juga nghype film/drama kor ya ntar review jelek halah kalau emang udah ga into mah mau sebagus apapun bakalan ga masuk -_- heran deh pada seneng banget review jelek ke sesuatu yang lg rame dikira keren banget apa ya -_-,marah
"hh benci banget sama akgae, akun yg suka bahas 1 member aja trus suka berantem sama akun lain udah aku bub berantem gitu lama lama bakal saling jelekin member lain trus berubah jadi akgae aku maless mutualan sm ornag kaya gituu",marah
suka banget ngetease jay. sadar diri wooyy !!!,marah
hahaha betul sekali aku aja susah kalo udah gak suka sama orang benci nya sampai lama banget,marah
"tapi lu selalu ngasih argumen seakan lu doang yg sakit anjing. kalo emang lo ga suka sama gue fine tinggalin gue dari awal, dan ga perlu ngerespon lebih dri itu, justru lo ngerespon seakan yg bakal kejadi nyata banget.",marah
"coba deh, sehari aja puasa ngegosip, nggak ngomongin orang. kira-kira bisa nggak?",marah
"emang kenapa saya cinta bendera merah putih saya cinta negara indonesia, situ nggak suka bendera indonesia. trus mau merongrong ogah kerja atau gimana? kalau berani ngomong sini gak usah sembunyi, pengecut",marah
bisnis haram nih artis indonesia yang suka banget bekerja dg uang haram hindari dan jauhi bisnisnya karaoke dll.. biadab banget mengajak masyarakat kpd hal2 yg negatif jauhi mereka semuanya para artis yg menjerumuskanmu keneraka jahanam naudzubillah mindhaliq .,marah
weekend nya ga santai banyak hapalan huft,marah
"dulu untuk jadi ustadz di pesantren, ya harus sudah mumpuni dalam bidangnya. bukan siapa saja boleh gak kayak sekarang banyak sesat!!",marah
ya sukurin aja biar gk nyinyir nyebar fitnah. biasa aja keles.,marah
"jangan cuma beraninya nge dm doank buktikan dengan ngajak kita ngeroom..jd bisa di buktikan semuanya,tidak semata bualan,atau halu saja..",marah
"nikmatin -_- saya ada 2 yg asli jarang ada kabar yg 1 lagi malah kadang jadi temen, jadi musuh, jadi temen mabuck, dll -_- kesel",marah
ada yang mulai sebar bacot!! pesan prabowo ke seluruh kader gerindra: jangan jauh-jauh dari ulama!,marah
"sangat, sangat kesal dan merasa tidak enak. aku biasa memperkenalkan suasana keseluruhan album melalui highlight clip untuk setiap album.. tujuannya adalah untuk memaksimalkan dan meningkatkan karakteristik musik secara visual melalui video dengan kualitas terbaik.",marah
"yang sedang saya alami. kemaren saya ada hubungan sama seseorang. 3th aku sama dia. kita udah sama sama dewasa. saya berusaha (finansial). tpi dia malah santai kyk gk mikir gimana caranya. saya sabar, telaten sama dia. tpi dia seenaknya saja.",marah
pengen mengumpat seperti biasa.,marah
"serpihan apa? si anis beruntung mewarisi hasil kerja jokowi ahok jarot, dia tinggal cengar cengir gunting pita kayak badut goblok . mrt sudah jadi, busway sudah pakai bis eropa,kampung pulo sudah normal, kalijodo udah rata, coba sebut 1 aja pembangunan si anis yg berguna..?",marah
kan arteria dahlan cuman wakil rakyat toh.. lah terus rakyat yg punya hak di abaikan begitu saja .. kalau begitu tidak usah menjadi wakil rakyat biar rakyat sendiri yg bertindak dan menindak lanjuti setiap kejahatan dan setiap ada kasus2 ampe kesel bacanya,marah
lebih bagus elo murtad dari pada ngaku islam tapi bikin sampah di islam.malah ngotor ngotorin saja,marah
"hebatnya indonesia .. gak cuman pemilunya saja, tes covid pun juga begitu !?!?",marah
orang normal sarapan nya makanan lari nya ke perut lah kita pagi pagi sarapa bikin kepala kejang !!,marah
"ujunga""nya jadi bangkai saja buanga"" duit aja gak guna dan gak ada satupun proyek yang sukses kesallll mau tampol",marah
"emosy dah sm cowo yg suka nanya begini, mangnya semua cewe cuma mau naik mobil?! kalo misal dulu pernah punya pengalaman begitu sm cewe ya berarti emang cewe itu bukan target pasar lo soalnya cewe jg biasa kemana2 naik ojol broo",marah
"itu orang muka badak,.. merusak nama pp saja..",marah
"kalo biasa dengerin apa kata pastor, jangan ngomongin al-qur'an. lompat pagar namanya. jangan jadi begolah",marah
"iyaa ,, sebagai lulusan fh malunya luar biasa dan sangat tidak tau diri, menyedihkn",marah
"laah yg bicara soal hoax siapa bos? hoax itu tentu aturan hukumnya. disini bahas kelakuan buzzerp yg seluruh berbeda pandangan politik lalu disebut kadrun. kalau soal hoax ya pasti pidana lah, jgn kau katakan org kritik ke pemerintah itu hanya menebarkan hoax saja. pea",marah
"gue yg mutusin emang, tp yg pamit rest emg siapa tau2nya gue dpt kabar begitu. disuruh keep it private dikira gue gatau apa kalo dia juga nyindir gue mulu, diem diem asu apanya yg diem, kalo ada main qrt gitu jadi ajang buat jelek2in gue",marah
"fuck masa lalu,, gila pagi2 uda di ungkit2 saja si kupret yg di anggap baik,,",marah
makin hari makin tai palat haha. awal2 saja tu lai jgn tah mun nda beduit nda ko bguna tu bangsatt haha,marah
santai aja bg. aku nanya karna emg gatau. di caption fungsi nya utk mengurangi kelelahan. aku baru tau. cara kerja nya yang gatau. santai ya bg. jgn gampang goblok goblokin orang goblok,marah
"orang cuma bisa nya ngeliati hidup orang lain saja, tp mereka nggak pernah ngeliati hidup mereka sendiri aja belum bener!",marah
gue heran knp masih pada bilang funny dan gatau deh apa normal dsana kah? pdahal jls2 salah satunya kliatan ga nyaman. dan sialan bgt pake ada yg bahas masa lalu m. oh dasar haters dan fans si onoh kan lu. bangke pagi2 bikin naik darah aja.,marah
"dichat dia sampe 20 pesan, ternyata tadi gue mimpi bangstt",marah
"lah anjir kalo udah biasa manggil adik mah adik aja kali, gajelas lu anjir. emang lu aja aneh masih cari pembelaan",marah
"bubarkan saja ..ga ono manfaate, opo kontribusi gawe negara ?? Edan",marah
"gk usah mewek udah biasa gue liat kpop keluar masuk.gk usah lebay gk jadi lockey lagi.karna bias lu out.dalam dunia kpop keluar masuk itu hal biasa.kalau agensi dan denise tidak sejalan beda kemauan mau apa lu.mau maksa denise stay.mau maksa vine cegah denise ttap stay gk bisa, bikin jengkeeeelll",marah
pasti profesor goblok satu ini baru saja ngelonte mkanya pemikirannya jadi seger gini. bagi org kafir ngelonte itu ibadah yg utama,marah
cowo kek gini alasan nya udh biasa di dengar,marah
"nama satu orang tercemar saja melapor ke polisi minta diusut tuntas..lingkungan hidup dgn biota jutaan makhluk hidup saja, tak satupun ada yg lapor ke pak polisi ..berarti biota lingkungan ini lebih bisa mawas diri koreksi diri..!! alloh lebih menyukai hamba pemaaf ..!",marah
"anjing.. korupsi 2,1m cuma 1thn 4bln..apa kabar yg maling ayam karna lapar..karna hak nya di makan oleh pejabata"" macam manusia ini.. indonesia oh indonesia..miris bgt negara aing",marah
wehh bngt sedih bngt anjing w campur kesel gegara muka lo kayak orang bego,marah
akibat?? pernah liat plat b bawa kendaraan di luar jakarta? ugal2an padahal jalanan sepi kayak dikejer setan bego gitu,marah
"tapi keselnya sih ya itu, ada pertanyaan dari base yang mewakili gue banget, tapi kok sepi banget, gue udah nungguin padal",marah
wes kesel + kecewa,marah
"di komplek aku jg gini. kakek jual lap pel memelas cerita sedih, aku kasian dong aku beli dgn harga mahal, eh besoknya dia gt lagi ngarang bgt jd aku marahin trs kabur. ada nenek pengemis gt jg tiap hari aku kasi duit kasi makanan, ketemu di indoapril lg nuker duit 1,5jt/hari",marah
ini boleh ga si aku kecewa or marah sama dia haha.. cuma krn aku beli acrylic frame trs majang pc bareng sama polaroid ortuku dia blg gini apa aku doang yg sensi nih ya dikira nge kpop bikin lupa semua hal? bahkan ortu sendiri? lo bikin gw makin ga mau kenal spesies cowok dasar idiot,marah
"aku jengkelnya ke semuanya sih, mbulet kyk benang kusut btw udah selesai bacanya? kalau udah no spoiler please",marah
"sayang nya gue kalo bucin ya mau secakep apapun cowo lain tetep liatnya elo hahah sedih bgt jd cewe ye, knp bucin tolol semua",marah
"pagi pagi udah emosi baca au kesel, gak blh ada yg bikin bian kecewa atau sedih ih",marah
"kalo ketemu orang dan dia keliatan murung, coba tanya dia fans mu bukan? mu kalahh cukk !!",marah
"gue pagi ini kecewa bgt sama gojek, pertama kode voucher sama sekali ga bisa di claim. kedua alamat yg biasa gue gunain buat balik masa dititikin jauh bgt ke jakarta barat wkwkw gila gosend yg harusnya ga sampe 50rb jd diatas 60rb",marah
dah lah ak kecewa!!,marah
yg ngmg mana cita rasa budaya indonesianya? sedih gue liat org nge - gass tp klo suruh ngaca dianya kaga demen,marah
kecewa w bangsat,marah
"aq dh 5 kali approach..smua ke reject..sedih siot..siap depress..tu la nk ckp takut nk approach dulu x la tp effect after approach tu yg prob..klau diterima ok..lau x sedih,malu,marah semua ad..and its effect ur life..kdg rasa penat dah nk hadap",marah
sepi conge!!!,marah
"baru mau sedih kenapa close, endingnya bikin emosi. semoga hari lo senin terus",marah
"tolong buat siapapun yg memang udah ""gabisa lagi jadi lockey"" karena masalah denis gpp gue mengerti, tapi plis bgt jgn mengajak atau bikin kompor kayak org goblok bikin tweet dgn mengajak yg lain buat ikutan sebab yg sedih bukan hanya kamu tapi semua lockey, bikin kesel aja kayak ampas. makasih buat lockey yg masih bertahan:)",marah
"anjing nih eps 3 sedih banget bangsat gue nangis ampe idung mampet, jadi kesel ah",marah
"anj j1min aing udah mau sedih, sialan lu ngetiknya kek gi mati aja, gk jlas lu ji udah lah gi gak usah d kasih jatah 5 bulan aja",marah
rame apa sepi nih!?? kasih info yg jelas napa,marah
"suka heran sama orang yang udah ngasu tp ga ada effort sama sekali buat mastiin gue sakit ati gak, gue kecewa gak.maksudnyaa lo tuh sadar gasih kalo habis ngejahatin gue, emang repot kalo kita ga pernah ngambek sekalinya ngambek dianggep yaudah, mungkin ga ngambek beneran!!",marah
"mulutnya itu lho yaampun. aku diusir gara"" main ke homeparty mereka yang kebetulan cuma 4 orang doang, ku kira mah sepi kasian gitu, jadi aku ikut gabung, eh pas gabung malah dikata""in",marah
buat kali ini gw ga ngerti sama jalan pikira lo gar yang jelas jelas vara lagi hamil goblokk dan satu lagi buat lo zara gw tau lo kaget kecewa sama kk lo tpi dia lagi hamil anjritt dan lo gatau alesan kenapa kk lo ngelakuin itu semua anjing emosi bngt gw,marah
"kebiasaan banget selalu bawa member lain, selalu ngebanding bandingin. dikira member lain gak sedih juga apa?",marah
sumpah sih makin marah dan kecewa sama daddy !,marah
"bangke ptmt, kelas gue jadi sepi banget anjir",marah
anj anj kesel kecewa bgt sama diri sendiri heeuh,marah
"hbis nntn layangan putus bareng murid2nya ya bund , jangan sedih yaa, mas aris emg gitu, suka gk tau diri, padahal udh dpetin cewek yg bak ratu",marah
ora editan kui ancene wes kene lg sedih malah dsenggol,marah
"terlalu cantik emak jd buzzer, biasanya kusam, kusut dan norak, mana gk jelas lagi",marah
"ihh sama punya ku juga udh 2 hari masa tertunda terus kesel. tolong dong min ditindaklanjuti, kecewa sih",marah
"dan yg emng belom tau banyak lah tentang dunia ini gitu. tapi gw ngerasa sedih dan marah aja, gatau deh rasanya campur aduk. ini aja ngetik sambil nangisssss, gatau tapi nyesekk bgtt rasanya. apalagi kalo ada yg hate² komen gitu ke win, gw bnr² gasuka gw sakit hati anjj!!.",marah
"aa kesel bgt anying. dia sudah di bandaraa, gift gue blm siap. ya allah sedih bgt gue uda gbsa nepatin janji buat meet up dari desember trs harini gbsa nganter dia ke bandara, ngasih gift jga engga!!",marah
"ini segala keresahan gua udah mau ilang nihh, pokoknya pikiran udah mulai enak deh tapi entah kenapa fyp gua isinya cuplikan film layangan kusut, ku kira kau rumah . kan anjing jadi ketriger lagi gua mulihin supaya mood gua muncul lagi tuh agak lama bgst",marah
"gue pernah datang lebih awal, sebelum waktu nya malah terus malah dibilang kek gini (kurang lebih) saking jombolnya jadi punya banyak waktu luang ya? gue ga tau mesti seneng atau sedih -_- jengkel ahhh",marah
"telat lu ngasih tau faktanya min,kalo sblm pertandingan kasih tau fakta nya kan gw gk se kecewa ini",marah
